CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Combined_Score,RFM_Score_Label,Customer_Segment
12992,361,1,93.35,1,1,1,3,1-1-1,Disengaged Low-Value
12993,81,4,768.75,2,4,4,10,2-4-4,Dormant Spenders
12996,11,1,198.15,5,1,2,8,5-1-2,Promising Newcomers
12997,30,4,780.88,4,4,4,12,4-4-4,High-Value Regulars
12998,128,3,667.52,2,3,4,9,2-3-4,Fading Customers
13000,361,1,465.8,1,1,3,5,1-1-3,Occasional Browsers
13001,40,20,8798.33,3,5,5,13,3-5-5,Loyal Mid-Tier
13002,52,2,276.18,3,2,2,7,3-2-2,Fading Customers
13004,22,18,5291.54,4,5,5,14,4-5-5,High-Value Regulars
13005,67,2,322.03,3,2,3,8,3-2-3,Fading Customers
13007,215,1,116.1,1,1,1,3,1-1-1,Disengaged Low-Value
13008,33,2,331.66,4,2,3,9,4-2-3,Promising Newcomers
13010,10,2,96.06,5,2,1,8,5-2-1,Promising Newcomers
13011,8,1,50.55,5,1,1,7,5-1-1,Promising Newcomers
13012,65,3,961.88,3,3,4,10,3-3-4,Loyal Mid-Tier
13013,7,16,5087.48,5,5,5,15,5-5-5,High-Value Regulars
13014,68,1,1591.04,3,1,5,9,3-1-5,Big Spender Infrequent
13015,74,6,2104.07,2,5,5,12,2-5-5,Dormant Spenders
13018,49,7,1892.06,3,5,5,13,3-5-5,Loyal Mid-Tier
13019,15,6,1090.45,5,5,4,14,5-5-4,High-Value Regulars
13020,198,2,584.96,1,2,4,7,1-2-4,Dormant Spenders
13021,10,8,1735.64,5,5,5,15,5-5-5,High-Value Regulars
13022,65,1,50.3,3,1,1,5,3-1-1,Occasional Browsers
13023,164,1,352.81,2,1,3,6,2-1-3,Occasional Browsers
13024,106,2,451.02,2,2,3,7,2-2-3,Fading Customers
13025,367,1,203.15,1,1,2,4,1-1-2,Disengaged Low-Value
13026,227,3,533.44,1,3,3,7,1-3-3,Occasional Browsers
13029,10,2,81.0,5,2,1,8,5-2-1,Promising Newcomers
13030,4,1,295.11,5,1,2,8,5-1-2,Promising Newcomers
13031,43,5,2811.76,3,4,5,12,3-4-5,Loyal Mid-Tier
13032,28,7,1121.27,4,5,4,13,4-5-4,High-Value Regulars
13033,65,1,30.0,3,1,1,5,3-1-1,Occasional Browsers
13034,5,2,247.01,5,2,2,9,5-2-2,Promising Newcomers
13035,67,1,204.0,3,1,2,6,3-1-2,Occasional Browsers
13036,320,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value
13037,35,9,2463.34,4,5,5,14,4-5-5,High-Value Regulars
13039,220,4,634.03,1,4,4,9,1-4-4,Dormant Spenders
13041,86,4,531.53,2,4,3,9,2-4-3,Occasional Browsers
13042,234,3,1350.59,1,3,5,9,1-3-5,Dormant Spenders
13044,128,10,2634.61,2,5,5,12,2-5-5,Dormant Spenders
13045,37,2,405.89,3,2,3,8,3-2-3,Fading Customers
13046,92,1,271.14,2,1,2,5,2-1-2,Disengaged Low-Value
13047,9,16,2661.07,5,5,5,15,5-5-5,High-Value Regulars
13048,72,5,1840.64,2,4,5,11,2-4-5,Dormant Spenders
13049,37,1,99.36,3,1,1,5,3-1-1,Occasional Browsers
13050,2,18,5302.72,5,5,5,15,5-5-5,High-Value Regulars
13051,214,1,46.8,1,1,1,3,1-1-1,Disengaged Low-Value
13052,56,6,2137.69,3,5,5,13,3-5-5,Loyal Mid-Tier
13053,257,1,93.65,1,1,1,3,1-1-1,Disengaged Low-Value
13055,65,1,995.23,3,1,4,8,3-1-4,Big Spender Infrequent
13056,187,1,148.83,1,1,1,3,1-1-1,Disengaged Low-Value
13057,166,3,300.8,2,3,2,7,2-3-2,Fading Customers
13059,49,9,1571.42,3,5,5,13,3-5-5,Loyal Mid-Tier
13063,116,1,188.4,2,1,2,5,2-1-2,Disengaged Low-Value
13064,186,2,347.6,1,2,3,6,1-2-3,Occasional Browsers
13065,9,5,900.55,5,4,4,13,5-4-4,High-Value Regulars
13067,45,2,101.5,3,2,1,6,3-2-1,Fading Customers
13069,5,15,2786.66,5,5,5,15,5-5-5,High-Value Regulars
13070,95,3,425.4,2,3,3,8,2-3-3,Fading Customers
13071,248,1,78.22,1,1,1,3,1-1-1,Disengaged Low-Value
13073,47,2,331.43,3,2,3,8,3-2-3,Fading Customers
13074,147,3,316.2,2,3,3,8,2-3-3,Fading Customers
13076,93,1,135.4,2,1,1,4,2-1-1,Disengaged Low-Value
13077,2,8,1866.76,5,5,5,15,5-5-5,High-Value Regulars
13078,2,31,4091.27,5,5,5,15,5-5-5,High-Value Regulars
13079,53,1,199.08,3,1,2,6,3-1-2,Occasional Browsers
13080,37,3,202.75,3,3,2,8,3-3-2,Fading Customers
13081,7,16,17197.21,5,5,5,15,5-5-5,High-Value Regulars
13082,60,7,444.96,3,5,3,11,3-5-3,Loyal Mid-Tier
13083,61,1,10.08,3,1,1,5,3-1-1,Occasional Browsers
13085,315,6,884.2,1,5,4,10,1-5-4,Dormant Spenders
13086,18,1,397.03,4,1,3,8,4-1-3,Promising Newcomers
13087,362,1,142.44,1,1,1,3,1-1-1,Disengaged Low-Value
13088,53,1,134.26,3,1,1,5,3-1-1,Occasional Browsers
13089,4,78,19809.62,5,5,5,15,5-5-5,High-Value Regulars
13090,8,7,774.21,5,5,4,14,5-5-4,High-Value Regulars
13091,365,1,196.7,1,1,2,4,1-1-2,Disengaged Low-Value
13092,50,7,1000.5,3,5,4,12,3-5-4,Loyal Mid-Tier
13093,9,36,7475.07,5,5,5,15,5-5-5,High-Value Regulars
13094,25,1,35.4,4,1,1,6,4-1-1,Promising Newcomers
13097,24,17,4589.57,4,5,5,14,4-5-5,High-Value Regulars
13101,134,3,396.75,2,3,3,8,2-3-3,Fading Customers
13102,1,14,2654.94,5,5,5,15,5-5-5,High-Value Regulars
13103,73,2,425.14,2,2,3,7,2-2-3,Fading Customers
13104,169,2,45.9,2,2,1,5,2-2-1,Fading Customers
13106,49,1,172.4,3,1,2,6,3-1-2,Occasional Browsers
13107,49,5,1362.01,3,4,5,12,3-4-5,Loyal Mid-Tier
13108,8,2,398.3,5,2,3,10,5-2-3,Promising Newcomers
13109,187,1,311.91,1,1,3,5,1-1-3,Occasional Browsers
13110,73,5,943.7,2,4,4,10,2-4-4,Dormant Spenders
13111,354,1,141.4,1,1,1,3,1-1-1,Disengaged Low-Value
13112,177,1,20.6,2,1,1,4,2-1-1,Disengaged Low-Value
13113,2,13,1396.49,5,5,5,15,5-5-5,High-Value Regulars
13114,366,1,163.93,1,1,2,4,1-1-2,Disengaged Low-Value
13115,15,6,2659.93,5,5,5,15,5-5-5,High-Value Regulars
13117,1,12,1327.04,5,5,5,15,5-5-5,High-Value Regulars
13118,12,4,333.33,5,4,3,12,5-4-3,Loyal Mid-Tier
13119,304,1,134.9,1,1,1,3,1-1-1,Disengaged Low-Value
13123,108,2,457.0,2,2,3,7,2-2-3,Fading Customers
13124,21,1,584.36,4,1,4,9,4-1-4,Promising Newcomers
13125,159,1,96.18,2,1,1,4,2-1-1,Disengaged Low-Value
13126,2,7,1733.94,5,5,5,15,5-5-5,High-Value Regulars
13129,88,2,138.45,2,2,1,5,2-2-1,Fading Customers
13131,54,4,1344.57,3,4,5,12,3-4-5,Loyal Mid-Tier
13133,95,1,65.15,2,1,1,4,2-1-1,Disengaged Low-Value
13134,38,2,341.45,3,2,3,8,3-2-3,Fading Customers
13135,127,1,231.0,2,1,2,5,2-1-2,Disengaged Low-Value
13136,11,8,3193.65,5,5,5,15,5-5-5,High-Value Regulars
13137,22,8,3386.8,4,5,5,14,4-5-5,High-Value Regulars
13138,8,2,460.3,5,2,3,10,5-2-3,Promising Newcomers
13139,73,1,1445.16,2,1,5,8,2-1-5,Dormant Spenders
13140,2,3,558.91,5,3,3,11,5-3-3,Loyal Mid-Tier
13141,21,12,3734.98,4,5,5,14,4-5-5,High-Value Regulars
13143,220,1,371.1,1,1,3,5,1-1-3,Occasional Browsers
13144,67,1,24.4,3,1,1,5,3-1-1,Occasional Browsers
13148,25,14,3787.34,4,5,5,14,4-5-5,High-Value Regulars
13150,120,3,49.55,2,3,1,6,2-3-1,Fading Customers
13151,261,2,783.25,1,2,4,7,1-2-4,Dormant Spenders
13152,53,7,1776.48,3,5,5,13,3-5-5,Loyal Mid-Tier
13154,35,3,1231.69,4,3,4,11,4-3-4,Loyal Mid-Tier
13155,4,3,699.52,5,3,4,12,5-3-4,Loyal Mid-Tier
13156,21,3,1375.9,4,3,5,12,4-3-5,Loyal Mid-Tier
13157,45,5,2442.46,3,4,5,12,3-4-5,Loyal Mid-Tier
13158,24,1,307.12,4,1,2,7,4-1-2,Promising Newcomers
13161,136,1,191.68,2,1,2,5,2-1-2,Disengaged Low-Value
13162,16,11,1292.85,4,5,5,14,4-5-5,High-Value Regulars
13163,246,1,17.65,1,1,1,3,1-1-1,Disengaged Low-Value
13164,205,2,87.4,1,2,1,4,1-2-1,Disengaged Low-Value
13165,49,1,51.36,3,1,1,5,3-1-1,Occasional Browsers
13166,50,1,257.21,3,1,2,6,3-1-2,Occasional Browsers
13167,26,1,263.8,4,1,2,7,4-1-2,Promising Newcomers
13168,178,1,399.84,1,1,3,5,1-1-3,Occasional Browsers
13169,198,1,67.7,1,1,1,3,1-1-1,Disengaged Low-Value
13173,3,10,1595.33,5,5,5,15,5-5-5,High-Value Regulars
13174,5,9,5275.22,5,5,5,15,5-5-5,High-Value Regulars
13175,218,2,618.15,1,2,4,7,1-2-4,Dormant Spenders
13177,66,1,229.75,3,1,2,6,3-1-2,Occasional Browsers
13178,33,10,6983.24,4,5,5,14,4-5-5,High-Value Regulars
13179,254,1,572.31,1,1,3,5,1-1-3,Occasional Browsers
13180,243,1,70.2,1,1,1,3,1-1-1,Disengaged Low-Value
13181,17,1,309.29,4,1,2,7,4-1-2,Promising Newcomers
13183,80,5,418.54,2,4,3,9,2-4-3,Occasional Browsers
13187,260,3,105.34,1,3,1,5,1-3-1,Occasional Browsers
13190,180,3,168.0,1,3,2,6,1-3-2,Occasional Browsers
13191,294,1,156.19,1,1,1,3,1-1-1,Disengaged Low-Value
13192,171,4,1430.79,2,4,5,11,2-4-5,Dormant Spenders
13195,50,1,126.78,3,1,1,5,3-1-1,Occasional Browsers
13196,79,3,912.51,2,3,4,9,2-3-4,Fading Customers
13197,245,1,293.11,1,1,2,4,1-1-2,Disengaged Low-Value
13198,23,2,1296.94,4,2,5,11,4-2-5,Promising Newcomers
13199,10,16,630.96,5,5,4,14,5-5-4,High-Value Regulars
13201,138,4,850.09,2,4,4,10,2-4-4,Dormant Spenders
13202,30,7,909.55,4,5,4,13,4-5-4,High-Value Regulars
13203,22,6,1512.33,4,5,5,14,4-5-5,High-Value Regulars
13204,367,1,711.56,1,1,4,6,1-1-4,Dormant Spenders
13206,36,13,5582.74,4,5,5,14,4-5-5,High-Value Regulars
13207,248,1,71.4,1,1,1,3,1-1-1,Disengaged Low-Value
13208,85,3,557.75,2,3,3,8,2-3-3,Fading Customers
13209,254,3,304.2,1,3,2,6,1-3-2,Occasional Browsers
13211,33,6,725.89,4,5,4,13,4-5-4,High-Value Regulars
13213,19,6,1480.05,4,5,5,14,4-5-5,High-Value Regulars
13214,53,7,2984.02,3,5,5,13,3-5-5,Loyal Mid-Tier
13219,254,1,76.23,1,1,1,3,1-1-1,Disengaged Low-Value
13220,211,1,435.35,1,1,3,5,1-1-3,Occasional Browsers
13223,301,1,15.0,1,1,1,3,1-1-1,Disengaged Low-Value
13225,242,4,266.4,1,4,2,7,1-4-2,Occasional Browsers
13226,29,1,204.25,4,1,2,7,4-1-2,Promising Newcomers
13230,1,17,2522.9,5,5,5,15,5-5-5,High-Value Regulars
13233,56,2,399.85,3,2,3,8,3-2-3,Fading Customers
13234,308,2,290.35,1,2,2,5,1-2-2,Disengaged Low-Value
13237,23,1,346.1,4,1,3,8,4-1-3,Promising Newcomers
13238,66,2,273.0,3,2,2,7,3-2-2,Fading Customers
13239,73,4,958.6,2,4,4,10,2-4-4,Dormant Spenders
13240,1,5,922.84,5,4,4,13,5-4-4,High-Value Regulars
13241,47,1,104.03,3,1,1,5,3-1-1,Occasional Browsers
13242,87,4,429.0,2,4,3,9,2-4-3,Occasional Browsers
13243,85,4,470.86,2,4,3,9,2-4-3,Occasional Browsers
13245,68,1,507.02,3,1,3,7,3-1-3,Occasional Browsers
13246,29,5,1078.03,4,4,4,12,4-4-4,High-Value Regulars
13249,320,1,30.0,1,1,1,3,1-1-1,Disengaged Low-Value
13250,138,1,133.09,2,1,1,4,2-1-1,Disengaged Low-Value
13251,38,1,252.68,3,1,2,6,3-1-2,Occasional Browsers
13252,30,2,235.75,4,2,2,8,4-2-2,Promising Newcomers
13253,339,1,166.25,1,1,2,4,1-1-2,Disengaged Low-Value
13254,12,1,51.41,5,1,1,7,5-1-1,Promising Newcomers
13255,9,2,151.8,5,2,1,8,5-2-1,Promising Newcomers
13257,72,1,81.95,2,1,1,4,2-1-1,Disengaged Low-Value
13258,36,1,54.6,4,1,1,6,4-1-1,Promising Newcomers
13259,33,8,813.41,4,5,4,13,4-5-4,High-Value Regulars
13262,25,2,289.51,4,2,2,8,4-2-2,Promising Newcomers
13263,29,4,925.02,4,4,4,12,4-4-4,High-Value Regulars
13264,78,1,657.06,2,1,4,7,2-1-4,Dormant Spenders
13266,58,6,1650.64,3,5,5,13,3-5-5,Loyal Mid-Tier
13267,2,16,3085.3,5,5,5,15,5-5-5,High-Value Regulars
13269,5,13,2060.99,5,5,5,15,5-5-5,High-Value Regulars
13274,45,1,273.85,3,1,2,6,3-1-2,Occasional Browsers
13275,19,2,181.41,4,2,2,8,4-2-2,Promising Newcomers
13276,33,3,1070.48,4,3,4,11,4-3-4,Loyal Mid-Tier
13277,16,3,184.8,4,3,2,9,4-3-2,Occasional Browsers
13278,35,3,707.36,4,3,4,11,4-3-4,Loyal Mid-Tier
13280,15,4,1016.89,5,4,4,13,5-4-4,High-Value Regulars
13281,75,1,344.55,2,1,3,6,2-1-3,Occasional Browsers
13282,42,1,181.05,3,1,2,6,3-1-2,Occasional Browsers
13283,203,2,187.0,1,2,2,5,1-2-2,Disengaged Low-Value
13285,236,2,561.73,1,2,3,6,1-2-3,Occasional Browsers
13286,236,1,365.81,1,1,3,5,1-1-3,Occasional Browsers
13287,239,3,653.29,1,3,4,8,1-3-4,Dormant Spenders
13289,359,1,220.35,1,1,2,4,1-1-2,Disengaged Low-Value
13291,50,10,2193.85,3,5,5,13,3-5-5,Loyal Mid-Tier
13292,51,3,326.27,3,3,3,9,3-3-3,Loyal Mid-Tier
13293,28,6,1003.19,4,5,4,13,4-5-4,High-Value Regulars
13294,282,1,714.09,1,1,4,6,1-1-4,Dormant Spenders
13295,12,3,843.37,5,3,4,12,5-3-4,Loyal Mid-Tier
13296,59,5,592.86,3,4,4,11,3-4-4,Loyal Mid-Tier
13297,58,2,655.53,3,2,4,9,3-2-4,Fading Customers
13299,59,2,725.7,3,2,4,9,3-2-4,Fading Customers
13300,24,2,459.52,4,2,3,9,4-2-3,Promising Newcomers
13303,36,1,51.77,4,1,1,6,4-1-1,Promising Newcomers
13304,91,3,767.07,2,3,4,9,2-3-4,Fading Customers
13305,8,7,1205.03,5,5,4,14,5-5-4,High-Value Regulars
13306,66,1,53.65,3,1,1,5,3-1-1,Occasional Browsers
13307,228,1,202.24,1,1,2,4,1-1-2,Disengaged Low-Value
13308,232,1,263.36,1,1,2,4,1-1-2,Disengaged Low-Value
13309,28,1,249.58,4,1,2,7,4-1-2,Promising Newcomers
13310,16,2,284.37,4,2,2,8,4-2-2,Promising Newcomers
13312,87,1,43.75,2,1,1,4,2-1-1,Disengaged Low-Value
13313,115,7,1708.22,2,5,5,12,2-5-5,Dormant Spenders
13315,325,1,299.82,1,1,2,4,1-1-2,Disengaged Low-Value
13316,28,3,202.98,4,3,2,9,4-3-2,Occasional Browsers
13317,21,13,2724.35,4,5,5,14,4-5-5,High-Value Regulars
13319,1,32,6553.57,5,5,5,15,5-5-5,High-Value Regulars
13320,70,2,679.4,3,2,4,9,3-2-4,Fading Customers
13324,64,3,80.95,3,3,1,7,3-3-1,Fading Customers
13326,68,1,215.7,3,1,2,6,3-1-2,Occasional Browsers
13327,1,13,3248.8,5,5,5,15,5-5-5,High-Value Regulars
13329,2,7,1253.1,5,5,5,15,5-5-5,High-Value Regulars
13330,91,3,890.08,2,3,4,9,2-3-4,Fading Customers
13331,37,1,116.7,3,1,1,5,3-1-1,Occasional Browsers
13333,47,3,772.95,3,3,4,10,3-3-4,Loyal Mid-Tier
13334,172,2,2229.14,2,2,5,9,2-2-5,Fading Customers
13337,182,1,1117.19,1,1,4,6,1-1-4,Dormant Spenders
13338,177,3,1320.65,2,3,5,10,2-3-5,Fading Customers
13340,256,2,156.42,1,2,1,4,1-2-1,Disengaged Low-Value
13357,130,4,2548.25,2,4,5,11,2-4-5,Dormant Spenders
13359,39,1,463.2,3,1,3,7,3-1-3,Occasional Browsers
13360,67,4,996.94,3,4,4,11,3-4-4,Loyal Mid-Tier
13361,108,2,224.15,2,2,2,6,2-2-2,Fading Customers
13362,14,3,1902.98,5,3,5,13,5-3-5,Loyal Mid-Tier
13363,45,1,642.76,3,1,4,8,3-1-4,Big Spender Infrequent
13367,67,1,295.9,3,1,2,6,3-1-2,Occasional Browsers
13368,50,2,397.1,3,2,3,8,3-2-3,Fading Customers
13369,1,1,198.38,5,1,2,8,5-1-2,Promising Newcomers
13370,7,1,604.75,5,1,4,10,5-1-4,Promising Newcomers
13371,141,2,1233.01,2,2,4,8,2-2-4,Fading Customers
13373,51,3,2697.38,3,3,5,11,3-3-5,Loyal Mid-Tier
13374,50,2,212.7,3,2,2,7,3-2-2,Fading Customers
13375,80,1,501.6,2,1,3,6,2-1-3,Occasional Browsers
13377,32,2,1016.96,4,2,4,10,4-2-4,Promising Newcomers
13380,68,1,62.4,3,1,1,5,3-1-1,Occasional Browsers
13381,15,6,2381.48,5,5,5,15,5-5-5,High-Value Regulars
13382,64,4,1106.19,3,4,4,11,3-4-4,Loyal Mid-Tier
13384,26,4,1246.2,4,4,5,13,4-4-5,High-Value Regulars
13386,50,2,431.9,3,2,3,8,3-2-3,Fading Customers
13387,53,1,169.04,3,1,2,6,3-1-2,Occasional Browsers
13388,239,1,353.3,1,1,3,5,1-1-3,Occasional Browsers
13392,313,1,91.14,1,1,1,3,1-1-1,Disengaged Low-Value
13393,219,4,652.71,1,4,4,9,1-4-4,Dormant Spenders
13394,15,11,3219.85,5,5,5,15,5-5-5,High-Value Regulars
13395,36,2,628.29,4,2,4,10,4-2-4,Promising Newcomers
13397,73,4,667.1,2,4,4,10,2-4-4,Dormant Spenders
13398,84,1,113.6,2,1,1,4,2-1-1,Disengaged Low-Value
13399,100,3,249.9,2,3,2,7,2-3-2,Fading Customers
13400,218,1,306.51,1,1,2,4,1-1-2,Disengaged Low-Value
13402,8,3,730.58,5,3,4,12,5-3-4,Loyal Mid-Tier
13403,23,2,129.0,4,2,1,7,4-2-1,Promising Newcomers
13405,117,3,183.6,2,3,2,7,2-3-2,Fading Customers
13406,63,1,15.0,3,1,1,5,3-1-1,Occasional Browsers
13407,235,2,1212.14,1,2,4,7,1-2-4,Dormant Spenders
13408,9,30,2421.55,5,5,5,15,5-5-5,High-Value Regulars
13410,29,3,235.68,4,3,2,9,4-3-2,Occasional Browsers
13412,256,1,334.15,1,1,3,5,1-1-3,Occasional Browsers
13413,275,5,138.13,1,4,1,6,1-4-1,Occasional Browsers
13414,99,3,445.8,2,3,3,8,2-3-3,Fading Customers
13415,266,3,579.57,1,3,3,7,1-3-3,Occasional Browsers
13416,372,1,88.5,1,1,1,3,1-1-1,Disengaged Low-Value
13417,183,4,900.86,1,4,4,9,1-4-4,Dormant Spenders
13418,8,15,3565.75,5,5,5,15,5-5-5,High-Value Regulars
13421,42,6,1402.18,3,5,5,13,3-5-5,Loyal Mid-Tier
13423,64,1,207.08,3,1,2,6,3-1-2,Occasional Browsers
13424,85,1,555.77,2,1,3,6,2-1-3,Occasional Browsers
13425,144,2,1317.13,2,2,5,9,2-2-5,Fading Customers
13426,18,12,1867.44,4,5,5,14,4-5-5,High-Value Regulars
13427,113,3,300.98,2,3,2,7,2-3-2,Fading Customers
13428,150,2,276.76,2,2,2,6,2-2-2,Fading Customers
13431,42,6,1126.3,3,5,4,12,3-5-4,Loyal Mid-Tier
13432,207,2,379.25,1,2,3,6,1-2-3,Occasional Browsers
13433,137,4,374.22,2,4,3,9,2-4-3,Occasional Browsers
13434,21,3,293.28,4,3,2,9,4-3-2,Occasional Browsers
13435,12,2,310.7,5,2,2,9,5-2-2,Promising Newcomers
13439,24,2,590.53,4,2,4,10,4-2-4,Promising Newcomers
13440,59,7,849.95,3,5,4,12,3-5-4,Loyal Mid-Tier
13441,67,1,321.2,3,1,3,7,3-1-3,Occasional Browsers
13442,303,3,271.07,1,3,2,6,1-3-2,Occasional Browsers
13443,84,5,951.17,2,4,4,10,2-4-4,Dormant Spenders
13444,10,2,578.78,5,2,3,10,5-2-3,Promising Newcomers
13445,262,1,26.4,1,1,1,3,1-1-1,Disengaged Low-Value
13446,66,11,2552.41,3,5,5,13,3-5-5,Loyal Mid-Tier
13448,9,8,3833.3,5,5,5,15,5-5-5,High-Value Regulars
13450,10,7,876.08,5,5,4,14,5-5-4,High-Value Regulars
13451,17,6,3921.06,4,5,5,14,4-5-5,High-Value Regulars
13453,38,1,379.31,3,1,3,7,3-1-3,Occasional Browsers
13454,277,1,219.87,1,1,2,4,1-1-2,Disengaged Low-Value
13455,2,5,1355.94,5,4,5,14,5-4-5,High-Value Regulars
13457,324,2,101.42,1,2,1,4,1-2-1,Disengaged Low-Value
13458,15,2,1632.34,5,2,5,12,5-2-5,Promising Newcomers
13459,260,2,976.09,1,2,4,7,1-2-4,Dormant Spenders
13461,43,3,142.8,3,3,1,7,3-3-1,Fading Customers
13462,46,4,912.85,3,4,4,11,3-4-4,Loyal Mid-Tier
13464,30,5,1486.32,4,4,5,13,4-4-5,High-Value Regulars
13465,82,2,563.08,2,2,3,7,2-2-3,Fading Customers
13466,44,4,493.9,3,4,3,10,3-4-3,Loyal Mid-Tier
13468,4,37,5797.29,5,5,5,15,5-5-5,High-Value Regulars
13469,289,1,62.5,1,1,1,3,1-1-1,Disengaged Low-Value
13472,99,2,505.94,2,2,3,7,2-2-3,Fading Customers
13473,210,4,450.25,1,4,3,8,1-4-3,Occasional Browsers
13474,79,2,347.25,2,2,3,7,2-2-3,Fading Customers
13476,42,3,576.45,3,3,3,9,3-3-3,Loyal Mid-Tier
13477,91,5,943.36,2,4,4,10,2-4-4,Dormant Spenders
13478,105,5,1836.67,2,4,5,11,2-4-5,Dormant Spenders
13479,88,2,422.8,2,2,3,7,2-2-3,Fading Customers
13480,52,2,521.4,3,2,3,8,3-2-3,Fading Customers
13481,10,6,1735.38,5,5,5,15,5-5-5,High-Value Regulars
13482,263,1,151.45,1,1,1,3,1-1-1,Disengaged Low-Value
13484,19,2,333.87,4,2,3,9,4-2-3,Promising Newcomers
13485,12,10,1794.47,5,5,5,15,5-5-5,High-Value Regulars
13487,141,2,263.52,2,2,2,6,2-2-2,Fading Customers
13488,3,11,4105.32,5,5,5,15,5-5-5,High-Value Regulars
13490,290,1,33.3,1,1,1,3,1-1-1,Disengaged Low-Value
13491,8,18,2658.74,5,5,5,15,5-5-5,High-Value Regulars
13495,4,6,1306.74,5,5,5,15,5-5-5,High-Value Regulars
13497,4,5,868.18,5,4,4,13,5-4-4,High-Value Regulars
13498,366,1,194.15,1,1,2,4,1-1-2,Disengaged Low-Value
13500,37,1,229.88,3,1,2,6,3-1-2,Occasional Browsers
13501,122,2,950.35,2,2,4,8,2-2-4,Fading Customers
13502,51,2,242.3,3,2,2,7,3-2-2,Fading Customers
13503,115,4,1374.79,2,4,5,11,2-4-5,Dormant Spenders
13506,5,4,976.52,5,4,4,13,5-4-4,High-Value Regulars
13508,278,1,114.07,1,1,1,3,1-1-1,Disengaged Low-Value
13509,143,1,60.0,2,1,1,4,2-1-1,Disengaged Low-Value
13510,11,6,2251.83,5,5,5,15,5-5-5,High-Value Regulars
13511,312,1,5.95,1,1,1,3,1-1-1,Disengaged Low-Value
13512,23,3,316.16,4,3,3,10,4-3-3,Loyal Mid-Tier
13513,77,2,474.95,2,2,3,7,2-2-3,Fading Customers
13514,64,3,113.6,3,3,1,7,3-3-1,Fading Customers
13515,85,2,277.2,2,2,2,6,2-2-2,Fading Customers
13516,53,1,197.45,3,1,2,6,3-1-2,Occasional Browsers
13519,78,1,220.46,2,1,2,5,2-1-2,Disengaged Low-Value
13520,7,6,1312.8,5,5,5,15,5-5-5,High-Value Regulars
13523,2,2,743.82,5,2,4,11,5-2-4,Promising Newcomers
13526,374,2,348.98,1,2,3,6,1-2-3,Occasional Browsers
13527,54,5,2033.98,3,4,5,12,3-4-5,Loyal Mid-Tier
13530,270,1,356.48,1,1,3,5,1-1-3,Occasional Browsers
13531,2,5,891.47,5,4,4,13,5-4-4,High-Value Regulars
13534,15,10,1482.42,5,5,5,15,5-5-5,High-Value Regulars
13537,61,2,544.7,3,2,3,8,3-2-3,Fading Customers
13538,32,4,1121.08,4,4,4,12,4-4-4,High-Value Regulars
13539,56,4,610.23,3,4,4,11,3-4-4,Loyal Mid-Tier
13540,103,3,513.84,2,3,3,8,2-3-3,Fading Customers
13541,63,1,64.2,3,1,1,5,3-1-1,Occasional Browsers
13542,12,17,2675.79,5,5,5,15,5-5-5,High-Value Regulars
13543,270,2,469.36,1,2,3,6,1-2-3,Occasional Browsers
13544,47,4,445.79,3,4,3,10,3-4-3,Loyal Mid-Tier
13545,26,2,313.23,4,2,3,9,4-2-3,Promising Newcomers
13546,18,2,330.45,4,2,3,9,4-2-3,Promising Newcomers
13547,44,1,148.63,3,1,1,5,3-1-1,Occasional Browsers
13548,107,1,198.43,2,1,2,5,2-1-2,Disengaged Low-Value
13549,23,1,87.6,4,1,1,6,4-1-1,Promising Newcomers
13550,19,1,321.55,4,1,3,8,4-1-3,Promising Newcomers
13552,64,10,1568.79,3,5,5,13,3-5-5,Loyal Mid-Tier
13553,310,1,394.25,1,1,3,5,1-1-3,Occasional Browsers
13554,16,7,1136.55,4,5,4,13,4-5-4,High-Value Regulars
13555,14,8,2123.78,5,5,5,15,5-5-5,High-Value Regulars
13556,65,2,141.9,3,2,1,6,3-2-1,Fading Customers
13557,51,11,2346.92,3,5,5,13,3-5-5,Loyal Mid-Tier
13561,33,10,1514.19,4,5,5,14,4-5-5,High-Value Regulars
13562,37,5,2048.8,3,4,5,12,3-4-5,Loyal Mid-Tier
13564,4,32,12000.7,5,5,5,15,5-5-5,High-Value Regulars
13565,47,1,129.43,3,1,1,5,3-1-1,Occasional Browsers
13566,70,3,798.51,3,3,4,10,3-3-4,Loyal Mid-Tier
13567,64,4,926.64,3,4,4,11,3-4-4,Loyal Mid-Tier
13569,3,3,473.34,5,3,3,11,5-3-3,Loyal Mid-Tier
13571,18,14,2147.0,4,5,5,14,4-5-5,High-Value Regulars
13573,15,4,303.12,5,4,2,11,5-4-2,Occasional Browsers
13574,47,1,322.7,3,1,3,7,3-1-3,Occasional Browsers
13576,9,11,1376.86,5,5,5,15,5-5-5,High-Value Regulars
13577,18,7,1296.56,4,5,5,14,4-5-5,High-Value Regulars
13578,45,1,14.94,3,1,1,5,3-1-1,Occasional Browsers
13579,5,4,839.58,5,4,4,13,5-4-4,High-Value Regulars
13580,42,1,67.8,3,1,1,5,3-1-1,Occasional Browsers
13581,50,1,162.53,3,1,2,6,3-1-2,Occasional Browsers
13582,25,2,177.48,4,2,2,8,4-2-2,Promising Newcomers
